Table Name,Field Name,Field Description
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Medical Profile,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Medications,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Notes,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Notification,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Orders,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Overview,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Payments,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Payment Plans,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Program,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Profile,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Schedule,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Service List,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Schedule Grp,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Team,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Users,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Link Warnings,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Assigned Users Active Primary Count,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Assigned Users Primary Count,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Assigned Employees Primary,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Assigned Users Primary,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Assigned Users Active Primary,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Primary ID Fuzzy A0,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Primary 1,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Primary 2,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Primary City,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Primary State,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Primary Zip,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Primary County,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Primary Country,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Billing 1,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Billing 2,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Billing City,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Billing State,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Billing Zip,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Billing County,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Address Billing Country,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Phone Home Fuzzy A0,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Phone Home,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Phone Mobile Fuzzy A0,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Client Phone Mobile,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Lab Facility ID,Unique ID of the Lab Facility.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Lab Facility Name,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan ID,Unique ID of the Insurance Plan.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer ID,Unique ID of the Payer.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Start Date,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan End Date,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Billing Order,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Policy Number,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Policy Name,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Policy Group No,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Type,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Name,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Is CMS,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Is Medicaid,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Is Medicare,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Type Class Code,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Status,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Subscriber,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Created Date,The date the Insurance Plan record was created.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Insurance Plan Updated Date,The date the Insurance Plan record was last updated.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Type,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Type ID,Unique ID of the Payer Type.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Type Category,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Type Name,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Is Tricare,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Is Commercial,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Code,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Address 1,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Address 2,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Address City,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer State,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Address Zip,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Address Country,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Phone,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Fax,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Created Date,The date the Payer record was created.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Created By User ID,Unique ID of the Payer Created By User.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Payer Updated Date,The date the Payer record was last updated.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program ID,Unique ID of the Program.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Start,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment End,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Discharge Date,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Admission Date,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Status,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Outcome,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Outcome ID,Unique ID of the Enrollment Outcome.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Updated Date,The date the Enrollment record was last updated.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Created Date,The date the Enrollment record was created.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Updated By User ID,Unique ID of the Enrollment Updated By User.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Date First Billable,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Date Last Billable,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Appointment Completed Count,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Admission Type,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Admission Source,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Admission Dx,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Referral Date,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Referral Source,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Referral By,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Referral Provider NPI,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Referral Provider NPI Link,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Referral Provider Name First,The enrollment referral provider's first name.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Referral Provider Name Last,The enrollment referral provider's last name.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Referral Provider Name First & Last,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Referral Provider Name Last & First,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Open-Closed,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Open Hours,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Open Days,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Open Weeks,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Open Months,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Open Years,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Close Hours,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Close Days,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Close Weeks,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Close Months,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Since Close Years,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Start Fiscal Year,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment End Fiscal Year,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment LoS Hours,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment LoS Days,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment LoS Weeks,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment LoS Months,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment LoS Years,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Sequence ASC,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Sequence DESC,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Link,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Enrollment Likely Error,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program ID External,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Name,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Code,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Group Without Nulls,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Group,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Group > Name,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Is Residential,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Tx Setting,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Revenue Code,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Created Date,The date the Program record was created.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Created Date Fiscal Year,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Created By Employee ID,Unique ID of the Program Created By Employee.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Updated Date,The date the Program record was last updated.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Updated Date Fiscal Year,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Updated By Employee ID,Unique ID of the Program Updated By Employee.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Active Episode Count,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Active Client Assignment Count,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Program Active Client Assignment Primary Count,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication ID RxNorm,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication ID National Drug Code,This NDC value can be linked to external NDC reference datasets for medication enrichment. The ndc recorded for the medication.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Med ID First Databank ID,Unique ID of the Med ID First Databank.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Instructions Frequency Freetext,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Instructions Dose,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Dose Action,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Instructions Freetext,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Instructions Route,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Instructions Route Per,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Instructions Route Time,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Instructions Combined,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Instructions Rx,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Strength,This is a best-effort parsed strength value and may not be fully accurate in all cases. The medication strength in a cleaned-up form.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Strength Unit,This is a best-effort parsed unit value and may not be fully accurate in all cases. The unit parsed from the strength text.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Status,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Rx Refills,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Rx Days Supply,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Instruction Dose Qty,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication ICD10 Code,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Schedule,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Classification,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Name,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Date Started,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Date Discontinued,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Start,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication End,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Date Changed,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Reason,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Prescription Status,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Supervised By,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Supervised By User ID,Unique ID of the Medication Supervised By User.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Created By,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Created By User ID,Unique ID of the Medication Created By User.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Created Date,The date the Medication record was created.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Updated Date,The date the Medication record was last updated.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Appointment ID,Unique ID of the Appointment.
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Order Status,
_MDD_JCT_CREDIBLE_ORDER_ITEMS,Medication Link NLM RxNav,
_MDD_JCT_CREDIBLE_PAYER,Payer ID,Unique ID of the Payer.
_MDD_JCT_CREDIBLE_PAYER,Payer Type,The payer type.
_MDD_JCT_CREDIBLE_PAYER,Payer Name,The full name for a specific insurer or payer. Agencies would typically use this to describe a payer in conversation.
_MDD_JCT_CREDIBLE_PAYER,Payer Type ID,Unique ID of the Payer Type.
_MDD_JCT_CREDIBLE_PAYER,Payer Type Class Code,The payer class code.
_MDD_JCT_CREDIBLE_PAYER,Payer Type Category,The payer category.
_MDD_JCT_CREDIBLE_PAYER,Payer Type Name,The type of insurer or payer this is.
_MDD_JCT_CREDIBLE_PAYER,Payer Is CMS,
_MDD_JCT_CREDIBLE_PAYER,Payer Is Medicaid,
_MDD_JCT_CREDIBLE_PAYER,Payer Is Medicare,
_MDD_JCT_CREDIBLE_PAYER,Payer Is Tricare,
_MDD_JCT_CREDIBLE_PAYER,Payer Is Commercial,
_MDD_JCT_CREDIBLE_PAYER,Payer Code,A short code for a specific insurer or payer. Agencies might use this to describe a payer when they wish to refer to the payer but not take up too much space.
_MDD_JCT_CREDIBLE_PAYER,Payer Address 1,
_MDD_JCT_CREDIBLE_PAYER,Payer Address 2,
_MDD_JCT_CREDIBLE_PAYER,Payer Address City,
_MDD_JCT_CREDIBLE_PAYER,Payer State,
_MDD_JCT_CREDIBLE_PAYER,Payer Address Zip,
_MDD_JCT_CREDIBLE_PAYER,Payer Address Country,
_MDD_JCT_CREDIBLE_PAYER,Payer Phone,
_MDD_JCT_CREDIBLE_PAYER,Payer Fax,
_MDD_JCT_CREDIBLE_PAYER,Payer Created Date,The date the Payer record was created.
_MDD_JCT_CREDIBLE_PAYER,Payer Created By User ID,Unique ID of the Payer Created By User.
_MDD_JCT_CREDIBLE_PAYER,Payer Updated Date,The date the Payer record was last updated.
_MDD_JCT_CREDIBLE_PAYER_CHIP,Payer ID,Unique ID of the Payer.
_MDD_JCT_CREDIBLE_PAYER_TRICARE,Payer ID,Unique ID of the Payer.
_MDD_JCT_CREDIBLE_PAYER_TYPES,Payer Type ID,Unique ID of the Payer Type.
_MDD_JCT_CREDIBLE_PAYER_TYPES,Payer Type Name,The type of insurer or payer this is.
_MDD_JCT_CREDIBLE_PAYER_TYPES,Payer Type Category,*Not defined broadly. See specific fields for nuanced definition.*.
_MDD_JCT_CREDIBLE_PAYER_TYPES,Payer Type Class Code,
_MDD_JCT_CREDIBLE_PHONE,Phone ID,Unique ID of the Phone.
_MDD_JCT_CREDIBLE_PHONE,Phone ID Fuzzy A0,
_MDD_JCT_CREDIBLE_PHONE,Object Category,
_MDD_JCT_CREDIBLE_PHONE,Object Category ID,Unique ID of the Object Category.
_MDD_JCT_CREDIBLE_PHONE,Object ID,Unique ID of the Object.
_MDD_JCT_CREDIBLE_PHONE,Phone Type,
_MDD_JCT_CREDIBLE_PHONE,Phone Type ID,Unique ID of the Phone Type.
_MDD_JCT_CREDIBLE_PHONE,Phone Number,
_MDD_JCT_CREDIBLE_PHONE_CLIENT_HOME,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_PHONE_CLIENT_HOME,Client Phone Home Fuzzy A0,
_MDD_JCT_CREDIBLE_PHONE_CLIENT_HOME,Client Phone Home,
_MDD_JCT_CREDIBLE_PHONE_CLIENT_MOBILE,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_PHONE_CLIENT_MOBILE,Client Phone Mobile Fuzzy A0,
_MDD_JCT_CREDIBLE_PHONE_CLIENT_MOBILE,Client Phone Mobile,
_MDD_JCT_CREDIBLE_PLANNER_EPISODES,Plan ID,Unique ID of the Plan.
_MDD_JCT_CREDIBLE_PLANNER_EPISODES,Enrollment ID Guess,
_MDD_JCT_CREDIBLE_POS,POS ID,Unique ID of the POS.
_MDD_JCT_CREDIBLE_POS,POS ID CMS,
_MDD_JCT_CREDIBLE_POS,POS Name,
_MDD_JCT_CREDIBLE_POS,POS Is Telehealth,
_MDD_JCT_CREDIBLE_PROGRAMS,Program ID,Unique ID of the Program.
_MDD_JCT_CREDIBLE_PROGRAMS,Program ID External,The unique ID of the entity in an external system.
_MDD_JCT_CREDIBLE_PROGRAMS,Program Name,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Code,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Group Without Nulls,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Group,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Group > Name,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Is Residential,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Tx Setting,The treatment setting of a given time span. Options are inpatient or outpatient.
_MDD_JCT_CREDIBLE_PROGRAMS,Program Revenue Code,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Created Date,The date the Program record was created.
_MDD_JCT_CREDIBLE_PROGRAMS,Program Created Date Fiscal Year,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Created By Employee ID,Unique ID of the Program Created By Employee.
_MDD_JCT_CREDIBLE_PROGRAMS,Program Updated Date,The date the Program record was last updated.
_MDD_JCT_CREDIBLE_PROGRAMS,Program Updated Date Fiscal Year,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Updated By Employee ID,Unique ID of the Program Updated By Employee.
_MDD_JCT_CREDIBLE_PROGRAMS,Program Active Episode Count,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Active Client Assignment Count,
_MDD_JCT_CREDIBLE_PROGRAMS,Program Active Client Assignment Primary Count,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Program ID,Unique ID of the Program.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client ID External,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client ID Social Security Number,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client ID Fuzzy A2,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client ID JCT Fuzzy A0,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client ID JCT Fuzzy A1,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Name First & Last,The client's name formatted as first and last.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Name Last & First,"The client's name formatted as last, first."
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Name First & Last w/Initial,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Name First & Last w/Initial & Client ID,Unique ID of the Client Name First & Last w/Initial & Client.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Name Last & First w/Initial,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Name Last & First w/Initial & Client ID,Unique ID of the Client Name Last & First w/Initial & Client.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Name Middle,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Name First,The client's first name.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Name Last,The client's last name.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Date of Birth,The client's date of birth.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Date of Death,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Admission Date,The date the client was admitted.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Admission Date Fiscal Year,The fiscal year of the client admission date.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Discharge Date,The date the client was discharged.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Discharge Date Fiscal Year,The fiscal year of the client discharge date.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Age in Hours,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Age in Days,The client's age expressed in days based on date of birth.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Age in Months,The client's age expressed in months based on date of birth.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Age in Years,The client's age expressed in years based on date of birth.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Age In Years Old Difference,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Status,The client status value as recorded.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Status ID,Unique ID of the Client Status.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Is Active,Indicates whether the client is active.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Is Inactive,Indicates whether the client is inactive.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Is Pending,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Visibility,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Ethnicity 1,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Ethnicity 1 ID,Unique ID of the Client Ethnicity 1.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Ethnicity 1 Granular,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Ethnicity 1 Granular ID,Unique ID of the Client Ethnicity 1 Granular.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Race 1,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Race 2,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Race 3,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Race 1 ID,Unique ID of the Client Race 1.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Race 2 ID,Unique ID of the Client Race 2.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Race 3 ID,Unique ID of the Client Race 3.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Race Granular,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Race Granular ID,Unique ID of the Client Race Granular.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Preferred Language,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Preferred Language ID,Unique ID of the Client Preferred Language.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Sex,"The client's sex as recorded. QuickMAR does not provide separate source fields for sex and gender, so this value is sourced from the same underlying field as [Client Gender]."
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Sex ID,Unique ID of the Client Sex.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Employment Status,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Employment Status ID,Unique ID of the Client Employment Status.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Gender Identity,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Gender Identity ID,Unique ID of the Client Gender Identity.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Marital Status,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Marital Status ID,Unique ID of the Client Marital Status.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Sexual Orientation,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Sexual Orientation ID,Unique ID of the Client Sexual Orientation.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Military Status,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Military Status ID,Unique ID of the Client Military Status.
